,date,hour,user_id,province,hometown
21575,2021-11-25,20:00,526,Nonthaburi,Nonthaburi
21574,2021-11-26,04:00,526,Phra Nakhon Si Ayutthaya,Nonthaburi
21578,2021-11-27,10:00,526,Nonthaburi,Nonthaburi
21576,2021-11-27,18:00,526,Pathum Thani,Nonthaburi
21577,2021-11-28,09:00,526,Nonthaburi,Nonthaburi
21580,2021-12-30,15:00,526,Nonthaburi,Nonthaburi
21582,2021-12-30,21:00,526,Phra Nakhon Si Ayutthaya,Nonthaburi
21581,2021-12-30,23:00,526,Saraburi,Nonthaburi
21579,2021-12-31,00:00,526,Pathum Thani,Nonthaburi
21584,2022-01-01,09:00,526,Nonthaburi,Nonthaburi
21591,2022-01-01,11:00,526,Nonthaburi,Nonthaburi
21583,2022-01-01,14:00,526,Pathum Thani,Nonthaburi
21592,2022-01-01,16:00,526,Bangkok,Nonthaburi
21599,2022-01-01,17:00,526,Nonthaburi,Nonthaburi
21600,2022-01-02,00:00,526,Nakhon Pathom,Nonthaburi
21601,2022-01-02,05:00,526,Nonthaburi,Nonthaburi
21598,2022-01-02,13:00,526,Nonthaburi,Nonthaburi
21585,2022-01-02,15:00,526,Nonthaburi,Nonthaburi
21588,2022-01-02,15:00,526,Nonthaburi,Nonthaburi
21596,2022-01-02,15:00,526,Nakhon Pathom,Nonthaburi
21595,2022-01-02,19:00,526,Kanchanaburi,Nonthaburi
21589,2022-01-02,21:00,526,Bangkok,Nonthaburi
21586,2022-01-02,22:00,526,Bangkok,Nonthaburi
21597,2022-01-03,05:00,526,Nakhon Pathom,Nonthaburi
21587,2022-01-03,06:00,526,Samut Sakhon,Nonthaburi
21593,2022-01-03,11:00,526,Samut Sakhon,Nonthaburi
21590,2022-01-03,15:00,526,Nonthaburi,Nonthaburi
21594,2022-01-03,17:00,526,Nakhon Pathom,Nonthaburi
21603,2021-03-30,19:00,527,Samut Prakan,Samut Prakan
21602,2021-03-30,22:00,527,Bangkok,Samut Prakan
21604,2021-03-31,06:00,527,Samut Prakan,Samut Prakan
21608,2021-12-23,19:00,527,Samut Prakan,Samut Prakan
21605,2021-12-23,23:00,527,Bangkok,Samut Prakan
21607,2021-12-24,04:00,527,Samut Prakan,Samut Prakan
21606,2021-12-24,13:00,527,Pathum Thani,Samut Prakan
21609,2021-12-27,19:00,527,Samut Prakan,Samut Prakan
21610,2021-12-28,02:00,527,Chachoengsao,Samut Prakan
21611,2021-12-28,06:00,527,Prachin Buri,Samut Prakan
21612,2021-12-28,16:00,527,Chachoengsao,Samut Prakan
21613,2021-12-30,09:00,527,Samut Prakan,Samut Prakan
21614,2021-12-30,10:00,527,Bangkok,Samut Prakan
21618,2021-12-30,12:00,527,Samut Prakan,Samut Prakan
21615,2021-12-30,13:00,527,Samut Prakan,Samut Prakan
21616,2021-12-30,22:00,527,Chachoengsao,Samut Prakan
21617,2021-12-31,02:00,527,Samut Prakan,Samut Prakan
21620,2022-01-01,17:00,527,Samut Prakan,Samut Prakan
21622,2022-01-02,02:00,527,Bangkok,Samut Prakan
21619,2022-01-02,08:00,527,Nonthaburi,Samut Prakan
21621,2022-01-02,17:00,527,Samut Prakan,Samut Prakan
21624,2021-12-27,19:00,528,Bangkok,Bangkok
21626,2021-12-28,04:00,528,Samut Sakhon,Bangkok
21625,2021-12-28,08:00,528,Bangkok,Bangkok
21623,2021-12-28,12:00,528,Samut Sakhon,Bangkok
21628,2021-12-29,18:00,528,Bangkok,Bangkok
21630,2021-12-29,23:00,528,Nakhon Pathom,Bangkok
21629,2021-12-30,03:00,528,Samut Sakhon,Bangkok
21627,2021-12-30,12:00,528,Bangkok,Bangkok
21659,2021-12-31,08:00,528,Ang Thong,Bangkok
21682,2021-12-31,11:00,528,Bangkok,Bangkok
21684,2021-12-31,14:00,528,Nonthaburi,Bangkok
21680,2021-12-31,16:00,528,Bangkok,Bangkok
21658,2021-12-31,17:00,528,Phra Nakhon Si Ayutthaya,Bangkok
21683,2021-12-31,17:00,528,Bangkok,Bangkok
21632,2021-12-31,18:00,528,Bangkok,Bangkok
21633,2021-12-31,19:00,528,Samut Prakan,Bangkok
21681,2021-12-31,19:00,528,Nonthaburi,Bangkok
21661,2021-12-31,21:00,528,Bangkok,Bangkok
21657,2021-12-31,23:00,528,Bangkok,Bangkok
21662,2022-01-01,02:00,528,Pathum Thani,Bangkok
21631,2022-01-01,03:00,528,Bangkok,Bangkok
21660,2022-01-01,04:00,528,Nonthaburi,Bangkok
21679,2022-01-01,06:00,528,Bangkok,Bangkok
21663,2022-01-01,07:00,528,Bangkok,Bangkok
21635,2022-01-01,13:00,528,Bangkok,Bangkok
21637,2022-01-01,22:00,528,Samut Prakan,Bangkok
21638,2022-01-02,05:00,528,Chachoengsao,Bangkok
21634,2022-01-02,08:00,528,Prachin Buri,Bangkok
21666,2022-01-02,08:00,528,Samut Prakan,Bangkok
21636,2022-01-02,13:00,528,Bangkok,Bangkok
21667,2022-01-02,14:00,528,Pathum Thani,Bangkok
21665,2022-01-02,21:00,528,Saraburi,Bangkok
21664,2022-01-03,04:00,528,Pathum Thani,Bangkok
21639,2022-01-03,09:00,528,Bangkok,Bangkok
21669,2022-01-03,10:00,528,Phra Nakhon Si Ayutthaya,Bangkok
21668,2022-01-03,12:00,528,Pathum Thani,Bangkok
21670,2022-01-03,14:00,528,Bangkok,Bangkok
21641,2022-01-03,19:00,528,Samut Sakhon,Bangkok
21677,2022-01-03,21:00,528,Pathum Thani,Bangkok
21675,2022-01-04,00:00,528,Phra Nakhon Si Ayutthaya,Bangkok
21674,2022-01-04,03:00,528,Suphan Buri,Bangkok
21640,2022-01-04,04:00,528,Nakhon Pathom,Bangkok
21676,2022-01-04,05:00,528,Chai Nat,Bangkok
21678,2022-01-04,10:00,528,Bangkok,Bangkok
21673,2022-01-04,11:00,528,Bangkok,Bangkok
21643,2022-01-04,12:00,528,Bangkok,Bangkok
21672,2022-01-04,15:00,528,Nonthaburi,Bangkok
21642,2022-01-04,20:00,528,Samut Prakan,Bangkok
21671,2022-01-04,21:00,528,Bangkok,Bangkok
21644,2022-01-05,09:00,528,Bangkok,Bangkok
21645,2022-01-06,13:00,528,Bangkok,Bangkok
21648,2022-01-06,14:00,528,Bangkok,Bangkok
21647,2022-01-06,16:00,528,Samut Prakan,Bangkok
21650,2022-01-06,19:00,528,Pathum Thani,Bangkok
21646,2022-01-06,20:00,528,Bangkok,Bangkok
21649,2022-01-07,09:00,528,Bangkok,Bangkok
21655,2022-01-07,13:00,528,Bangkok,Bangkok
21656,2022-01-07,14:00,528,Nonthaburi,Bangkok
21654,2022-01-07,16:00,528,Bangkok,Bangkok
21651,2022-01-07,20:00,528,Bangkok,Bangkok
21653,2022-01-08,02:00,528,Nonthaburi,Bangkok
21652,2022-01-08,08:00,528,Bangkok,Bangkok
21687,2021-01-02,12:00,529,Nonthaburi,Nonthaburi
21686,2021-01-02,18:00,529,Bangkok,Nonthaburi
21685,2021-01-02,21:00,529,Nonthaburi,Nonthaburi
21688,2021-04-19,15:00,529,Bangkok,Nonthaburi
21689,2021-04-19,22:00,529,Nonthaburi,Nonthaburi
21691,2021-10-29,17:00,529,Nonthaburi,Nonthaburi
21690,2021-10-29,19:00,529,Bangkok,Nonthaburi
21692,2021-10-30,06:00,529,Nonthaburi,Nonthaburi
21693,2021-11-17,17:00,529,Nonthaburi,Nonthaburi
21695,2021-11-17,23:00,529,Nakhon Pathom,Nonthaburi
21694,2021-11-18,06:00,529,Nonthaburi,Nonthaburi
21697,2021-12-10,17:00,529,Bangkok,Nonthaburi
21696,2021-12-10,19:00,529,Samut Prakan,Nonthaburi
21698,2021-12-11,07:00,529,Nonthaburi,Nonthaburi
21699,2021-12-12,11:00,529,Nonthaburi,Nonthaburi
21701,2021-12-12,21:00,529,Pathum Thani,Nonthaburi
21700,2021-12-13,09:00,529,Nonthaburi,Nonthaburi
21703,2021-12-29,08:00,529,Nonthaburi,Nonthaburi
21702,2021-12-29,10:00,529,Pathum Thani,Nonthaburi
21704,2021-12-29,18:00,529,Nonthaburi,Nonthaburi
21705,2021-12-30,20:00,529,Nonthaburi,Nonthaburi
21707,2021-12-31,03:00,529,Bangkok,Nonthaburi
21706,2021-12-31,13:00,529,Nonthaburi,Nonthaburi
21708,2022-01-01,13:00,529,Nonthaburi,Nonthaburi
21711,2022-01-01,19:00,529,Phra Nakhon Si Ayutthaya,Nonthaburi
21709,2022-01-02,00:00,529,Suphan Buri,Nonthaburi
21710,2022-01-02,07:00,529,Chai Nat,Nonthaburi
21712,2022-01-02,16:00,529,Nonthaburi,Nonthaburi
21716,2022-01-03,10:00,529,Nonthaburi,Nonthaburi
21714,2022-01-03,15:00,529,Pathum Thani,Nonthaburi
21713,2022-01-03,23:00,529,Nonthaburi,Nonthaburi
21715,2022-01-04,05:00,529,Bangkok,Nonthaburi
21719,2022-01-04,10:00,529,Nonthaburi,Nonthaburi
21717,2022-01-04,15:00,529,Nonthaburi,Nonthaburi
21720,2022-01-04,18:00,529,Pathum Thani,Nonthaburi
21718,2022-01-05,08:00,529,Nonthaburi,Nonthaburi
21721,2021-10-08,09:00,530,Chon Buri,Pathum Thani
21725,2021-10-08,10:00,530,Chachoengsao,Pathum Thani
21723,2021-10-08,14:00,530,Bangkok,Pathum Thani
21727,2021-10-08,17:00,530,Pathum Thani,Pathum Thani
21722,2021-10-09,02:00,530,Saraburi,Pathum Thani
21726,2021-10-09,07:00,530,Phra Nakhon Si Ayutthaya,Pathum Thani
21724,2021-10-09,10:00,530,Saraburi,Pathum Thani
21729,2021-11-04,10:00,530,Pathum Thani,Pathum Thani
21728,2021-11-04,17:00,530,Phra Nakhon Si Ayutthaya,Pathum Thani
21731,2021-11-22,13:00,530,Pathum Thani,Pathum Thani
21730,2021-11-22,15:00,530,Nonthaburi,Pathum Thani
21732,2021-11-25,14:00,530,Pathum Thani,Pathum Thani
21733,2021-11-25,20:00,530,Phra Nakhon Si Ayutthaya,Pathum Thani
21736,2021-11-26,08:00,530,Pathum Thani,Pathum Thani
21734,2021-11-26,11:00,530,Nonthaburi,Pathum Thani
21735,2021-11-26,19:00,530,Pathum Thani,Pathum Thani
21737,2021-12-23,14:00,530,Pathum Thani,Pathum Thani
21738,2021-12-23,15:00,530,Nonthaburi,Pathum Thani
21742,2021-12-24,01:00,530,Bangkok,Pathum Thani
21744,2021-12-24,09:00,530,Pathum Thani,Pathum Thani
21739,2021-12-24,15:00,530,Bangkok,Pathum Thani
21743,2021-12-24,21:00,530,Pathum Thani,Pathum Thani
21740,2021-12-24,23:00,530,Bangkok,Pathum Thani
21741,2021-12-25,06:00,530,Pathum Thani,Pathum Thani
21746,2021-12-26,18:00,530,Pathum Thani,Pathum Thani
21745,2021-12-26,19:00,530,Nonthaburi,Pathum Thani
21747,2021-12-28,08:00,530,Pathum Thani,Pathum Thani
21748,2021-12-28,12:00,530,Nonthaburi,Pathum Thani
21750,2021-12-30,17:00,530,Chiang Rai,Pathum Thani
21749,2021-12-30,18:00,530,Lampang,Pathum Thani
21753,2021-12-30,19:00,530,Pathum Thani,Pathum Thani
21752,2021-12-31,04:00,530,Bangkok,Pathum Thani
21751,2021-12-31,12:00,530,Pathum Thani,Pathum Thani
21755,2022-01-01,14:00,530,Chiang Mai,Pathum Thani
21759,2022-01-01,19:00,530,Lamphun,Pathum Thani
21754,2022-01-02,04:00,530,Chiang Mai,Pathum Thani
21756,2022-01-02,06:00,530,Lampang,Pathum Thani
21758,2022-01-02,12:00,530,Phrae,Pathum Thani
21760,2022-01-02,13:00,530,Sukhothai,Pathum Thani
21757,2022-01-02,15:00,530,Pathum Thani,Pathum Thani
21762,2022-01-03,09:00,530,Chiang Mai,Pathum Thani
21761,2022-01-03,14:00,530,Chiang Rai,Pathum Thani
21765,2022-01-04,15:00,530,Pathum Thani,Pathum Thani
21764,2022-01-04,21:00,530,Saraburi,Pathum Thani
21766,2022-01-05,02:00,530,Phra Nakhon Si Ayutthaya,Pathum Thani
21769,2022-01-05,06:00,530,Pathum Thani,Pathum Thani
21770,2022-01-05,13:00,530,Nonthaburi,Pathum Thani
21768,2022-01-05,15:00,530,Phra Nakhon Si Ayutthaya,Pathum Thani
21763,2022-01-06,01:00,530,Suphan Buri,Pathum Thani
21767,2022-01-06,02:00,530,Pathum Thani,Pathum Thani
21774,2022-01-07,13:00,530,Pathum Thani,Pathum Thani
21773,2022-01-07,20:00,530,Nonthaburi,Pathum Thani
21772,2022-01-08,01:00,530,Nakhon Pathom,Pathum Thani
21777,2022-01-08,09:00,530,Bangkok,Pathum Thani
21771,2022-01-08,13:00,530,Nakhon Pathom,Pathum Thani
21775,2022-01-08,19:00,530,Bangkok,Pathum Thani
21776,2022-01-09,09:00,530,Pathum Thani,Pathum Thani
21779,2022-01-10,13:00,530,Pathum Thani,Pathum Thani
21778,2022-01-10,19:00,530,Nonthaburi,Pathum Thani
21781,2022-01-11,05:00,530,Nakhon Pathom,Pathum Thani
21780,2022-01-11,13:00,530,Pathum Thani,Pathum Thani
21784,2022-01-12,15:00,530,Pathum Thani,Pathum Thani
21783,2022-01-13,01:00,530,Bangkok,Pathum Thani
21782,2022-01-13,11:00,530,Pathum Thani,Pathum Thani
21788,2021-02-07,11:00,531,Bangkok,Bangkok
21787,2021-02-07,15:00,531,Nonthaburi,Bangkok
21785,2021-02-08,01:00,531,Bangkok,Bangkok
21786,2021-02-08,09:00,531,Pathum Thani,Bangkok
21789,2021-02-08,13:00,531,Bangkok,Bangkok
21792,2021-09-18,18:00,531,Bangkok,Bangkok
21791,2021-09-18,19:00,531,Pathum Thani,Bangkok
21790,2021-09-19,08:00,531,Bangkok,Bangkok
21797,2021-09-28,10:00,531,Bangkok,Bangkok
21793,2021-09-28,13:00,531,Nonthaburi,Bangkok
21796,2021-09-28,14:00,531,Pathum Thani,Bangkok
21795,2021-09-28,22:00,531,Bangkok,Bangkok
21794,2021-09-29,06:00,531,Samut Sakhon,Bangkok
21798,2021-09-29,07:00,531,Bangkok,Bangkok
21800,2021-10-29,17:00,531,Bangkok,Bangkok
21799,2021-10-29,23:00,531,Nakhon Pathom,Bangkok
21801,2021-10-30,07:00,531,Bangkok,Bangkok
21803,2021-10-31,21:00,531,Samut Songkhram,Bangkok
21802,2021-10-31,22:00,531,Ratchaburi,Bangkok
21805,2021-11-01,08:00,531,Samut Sakhon,Bangkok
21806,2021-11-01,15:00,531,Nakhon Pathom,Bangkok
21804,2021-11-01,18:00,531,Bangkok,Bangkok
21807,2021-12-11,09:00,531,Phra Nakhon Si Ayutthaya,Bangkok
21808,2021-12-11,16:00,531,Saraburi,Bangkok
21809,2021-12-12,11:00,531,Bangkok,Bangkok
21810,2021-12-12,17:00,531,Samut Prakan,Bangkok
21811,2021-12-12,18:00,531,Bangkok,Bangkok
21813,2021-12-28,11:00,531,Bangkok,Bangkok
21812,2021-12-28,12:00,531,Nakhon Pathom,Bangkok
21814,2021-12-28,20:00,531,Bangkok,Bangkok
21817,2021-10-24,08:00,532,Bangkok,Samut Prakan
21818,2021-10-24,09:00,532,Pathum Thani,Samut Prakan
21815,2021-10-24,11:00,532,Phra Nakhon Si Ayutthaya,Samut Prakan
21819,2021-10-24,18:00,532,Saraburi,Samut Prakan
21816,2021-10-25,06:00,532,Samut Prakan,Samut Prakan
21823,2021-11-04,11:00,532,Bangkok,Samut Prakan
21821,2021-11-04,17:00,532,Pathum Thani,Samut Prakan
21820,2021-11-05,02:00,532,Bangkok,Samut Prakan
21822,2021-11-05,11:00,532,Pathum Thani,Samut Prakan
21826,2021-11-24,17:00,532,Samut Prakan,Samut Prakan
21824,2021-11-24,21:00,532,Chachoengsao,Samut Prakan
21825,2021-11-25,06:00,532,Samut Prakan,Samut Prakan
21828,2021-12-19,09:00,532,Samut Prakan,Samut Prakan
21827,2021-12-19,15:00,532,Chachoengsao,Samut Prakan
21830,2021-12-24,11:00,532,Bangkok,Samut Prakan
21829,2021-12-24,13:00,532,Samut Prakan,Samut Prakan
21833,2021-12-28,17:00,532,Samut Prakan,Samut Prakan
21834,2021-12-28,21:00,532,Pathum Thani,Samut Prakan
21831,2021-12-28,22:00,532,Nonthaburi,Samut Prakan
21832,2021-12-29,05:00,532,Bangkok,Samut Prakan
21837,2021-12-30,10:00,532,Chon Buri,Samut Prakan
21836,2021-12-30,16:00,532,Rayong,Samut Prakan
21839,2021-12-30,22:00,532,Chanthaburi,Samut Prakan
21838,2021-12-31,05:00,532,Rayong,Samut Prakan
21835,2021-12-31,06:00,532,Chon Buri,Samut Prakan
21867,2021-12-31,13:00,532,Samut Prakan,Samut Prakan
21866,2021-12-31,14:00,532,Pathum Thani,Samut Prakan
21862,2021-12-31,19:00,532,Bangkok,Samut Prakan
21868,2021-12-31,21:00,532,Samut Prakan,Samut Prakan
21861,2022-01-01,01:00,532,Samut Sakhon,Samut Prakan
21863,2022-01-01,06:00,532,Samut Prakan,Samut Prakan
21840,2022-01-01,12:00,532,Samut Prakan,Samut Prakan
21844,2022-01-01,12:00,532,Samut Prakan,Samut Prakan
21842,2022-01-01,15:00,532,Bangkok,Samut Prakan
21869,2022-01-01,15:00,532,Samut Prakan,Samut Prakan
21845,2022-01-01,19:00,532,Bangkok,Samut Prakan
21870,2022-01-01,21:00,532,Chachoengsao,Samut Prakan
21841,2022-01-02,01:00,532,Samut Sakhon,Samut Prakan
21843,2022-01-02,03:00,532,Samut Prakan,Samut Prakan
21847,2022-01-02,05:00,532,Nonthaburi,Samut Prakan
21848,2022-01-02,06:00,532,Bangkok,Samut Prakan
21846,2022-01-02,07:00,532,Samut Prakan,Samut Prakan
21873,2022-01-02,08:00,532,Nonthaburi,Samut Prakan
21874,2022-01-02,12:00,532,Phra Nakhon Si Ayutthaya,Samut Prakan
21871,2022-01-02,13:00,532,Pathum Thani,Samut Prakan
21864,2022-01-02,17:00,532,Samut Prakan,Samut Prakan
21872,2022-01-02,17:00,532,Samut Prakan,Samut Prakan
21878,2022-01-02,18:00,532,Bangkok,Samut Prakan
21877,2022-01-02,20:00,532,Bangkok,Samut Prakan
21865,2022-01-03,01:00,532,Pathum Thani,Samut Prakan
21880,2022-01-03,01:00,532,Nonthaburi,Samut Prakan
21875,2022-01-03,04:00,532,Nonthaburi,Samut Prakan
21876,2022-01-03,05:00,532,Bangkok,Samut Prakan
21853,2022-01-03,09:00,532,Nakhon Pathom,Samut Prakan
21879,2022-01-03,10:00,532,Samut Prakan,Samut Prakan
21850,2022-01-03,11:00,532,Samut Prakan,Samut Prakan
21855,2022-01-03,19:00,532,Bangkok,Samut Prakan
21852,2022-01-03,20:00,532,Nakhon Pathom,Samut Prakan
21849,2022-01-04,01:00,532,Ratchaburi,Samut Prakan
21851,2022-01-04,06:00,532,Samut Sakhon,Samut Prakan
21854,2022-01-04,07:00,532,Samut Prakan,Samut Prakan
21858,2022-01-04,08:00,532,Samut Prakan,Samut Prakan
21857,2022-01-04,12:00,532,Chachoengsao,Samut Prakan
21856,2022-01-04,21:00,532,Samut Prakan,Samut Prakan
21860,2022-01-05,12:00,532,Ratchaburi,Samut Prakan
21859,2022-01-05,15:00,532,Kanchanaburi,Samut Prakan
21883,2021-01-02,13:00,533,Nonthaburi,Nonthaburi
21882,2021-01-02,16:00,533,Pathum Thani,Nonthaburi
21881,2021-01-02,22:00,533,Nonthaburi,Nonthaburi
21885,2021-01-03,14:00,533,Bangkok,Nonthaburi
21886,2021-01-03,23:00,533,Pathum Thani,Nonthaburi
21884,2021-01-04,06:00,533,Nonthaburi,Nonthaburi
21893,2021-06-02,21:00,533,Nonthaburi,Nonthaburi
21896,2021-06-03,06:00,533,Bangkok,Nonthaburi
21892,2021-06-03,15:00,533,Nonthaburi,Nonthaburi
21898,2021-06-03,19:00,533,Bangkok,Nonthaburi
21897,2021-06-03,21:00,533,Pathum Thani,Nonthaburi
21887,2021-06-03,23:00,533,Saraburi,Nonthaburi
21900,2021-06-04,09:00,533,Lop Buri,Nonthaburi
21889,2021-06-04,18:00,533,Chai Nat,Nonthaburi
21888,2021-06-04,22:00,533,Suphan Buri,Nonthaburi
21895,2021-06-05,04:00,533,Ang Thong,Nonthaburi
21901,2021-06-05,09:00,533,Suphan Buri,Nonthaburi
21899,2021-06-05,14:00,533,Ang Thong,Nonthaburi
21894,2021-06-05,17:00,533,Lop Buri,Nonthaburi
21891,2021-06-05,19:00,533,Nakhon Sawan,Nonthaburi
21890,2021-06-06,08:00,533,Nonthaburi,Nonthaburi
21904,2021-06-07,08:00,533,Bangkok,Nonthaburi
21902,2021-06-07,18:00,533,Nakhon Pathom,Nonthaburi
21903,2021-06-08,06:00,533,Nonthaburi,Nonthaburi
21906,2021-08-20,15:00,533,Chiang Mai,Nonthaburi
21907,2021-08-20,22:00,533,Lamphun,Nonthaburi
21905,2021-08-21,09:00,533,Nonthaburi,Nonthaburi
21910,2021-11-06,08:00,533,Prachin Buri,Nonthaburi
21908,2021-11-06,17:00,533,Chachoengsao,Nonthaburi
21909,2021-11-06,22:00,533,Nonthaburi,Nonthaburi
21913,2021-12-02,14:00,533,Nonthaburi,Nonthaburi
21912,2021-12-02,21:00,533,Pathum Thani,Nonthaburi
21911,2021-12-03,08:00,533,Nonthaburi,Nonthaburi
21915,2021-12-04,11:00,533,Nonthaburi,Nonthaburi
21914,2021-12-04,17:00,533,Bangkok,Nonthaburi
21916,2021-12-05,03:00,533,Samut Sakhon,Nonthaburi
21917,2021-12-18,09:00,533,Nonthaburi,Nonthaburi
21921,2021-12-18,16:00,533,Pathum Thani,Nonthaburi
21927,2021-12-18,20:00,533,Saraburi,Nonthaburi
21919,2021-12-18,21:00,533,Lop Buri,Nonthaburi
21925,2021-12-19,07:00,533,Nakhon Sawan,Nonthaburi
21923,2021-12-19,15:00,533,Phichit,Nonthaburi
21920,2021-12-20,01:00,533,Nakhon Sawan,Nonthaburi
21918,2021-12-20,09:00,533,Sing Buri,Nonthaburi
21928,2021-12-20,11:00,533,Chai Nat,Nonthaburi
21926,2021-12-20,12:00,533,Suphan Buri,Nonthaburi
21924,2021-12-20,19:00,533,Ang Thong,Nonthaburi
21922,2021-12-21,08:00,533,Nonthaburi,Nonthaburi
21932,2021-12-22,13:00,533,Nonthaburi,Nonthaburi
21930,2021-12-22,20:00,533,Phra Nakhon Si Ayutthaya,Nonthaburi
21931,2021-12-23,01:00,533,Saraburi,Nonthaburi
21929,2021-12-23,11:00,533,Nonthaburi,Nonthaburi
21936,2021-12-30,08:00,533,Nonthaburi,Nonthaburi
21934,2021-12-30,16:00,533,Bangkok,Nonthaburi
21935,2021-12-31,02:00,533,Pathum Thani,Nonthaburi
21933,2021-12-31,08:00,533,Nonthaburi,Nonthaburi
21965,2021-12-31,12:00,533,Phitsanulok,Nonthaburi
21960,2021-12-31,16:00,533,Phichit,Nonthaburi
21957,2021-12-31,17:00,533,Nakhon Sawan,Nonthaburi
21961,2022-01-01,01:00,533,Chai Nat,Nonthaburi
21963,2022-01-01,06:00,533,Nakhon Sawan,Nonthaburi
21937,2022-01-01,11:00,533,Nonthaburi,Nonthaburi
21964,2022-01-01,11:00,533,Chai Nat,Nonthaburi
21938,2022-01-01,14:00,533,Pathum Thani,Nonthaburi
21959,2022-01-01,15:00,533,Suphan Buri,Nonthaburi
21955,2022-01-01,17:00,533,Nonthaburi,Nonthaburi
21967,2022-01-01,18:00,533,Nonthaburi,Nonthaburi
21939,2022-01-01,23:00,533,Saraburi,Nonthaburi
21958,2022-01-01,23:00,533,Chai Nat,Nonthaburi
21940,2022-01-02,01:00,533,Phra Nakhon Si Ayutthaya,Nonthaburi
21956,2022-01-02,02:00,533,Bangkok,Nonthaburi
21970,2022-01-02,02:00,533,Bangkok,Nonthaburi
21954,2022-01-02,07:00,533,Nonthaburi,Nonthaburi
21966,2022-01-02,09:00,533,Nakhon Sawan,Nonthaburi
21968,2022-01-02,12:00,533,Nakhon Pathom,Nonthaburi
21962,2022-01-02,15:00,533,Nonthaburi,Nonthaburi
21969,2022-01-02,21:00,533,Nonthaburi,Nonthaburi
21971,2022-01-03,14:00,533,Nonthaburi,Nonthaburi
21943,2022-01-03,16:00,533,Nonthaburi,Nonthaburi
21972,2022-01-04,00:00,533,Phra Nakhon Si Ayutthaya,Nonthaburi
21942,2022-01-04,02:00,533,Phra Nakhon Si Ayutthaya,Nonthaburi
21973,2022-01-04,03:00,533,Nonthaburi,Nonthaburi
21941,2022-01-04,04:00,533,Nonthaburi,Nonthaburi
21945,2022-01-05,19:00,533,Bangkok,Nonthaburi
21946,2022-01-05,23:00,533,Samut Sakhon,Nonthaburi
21944,2022-01-06,07:00,533,Nonthaburi,Nonthaburi
21947,2022-01-07,10:00,533,Nonthaburi,Nonthaburi
21950,2022-01-07,16:00,533,Bangkok,Nonthaburi
21948,2022-01-08,00:00,533,Nakhon Pathom,Nonthaburi
21949,2022-01-08,08:00,533,Nonthaburi,Nonthaburi
21953,2022-01-09,08:00,533,Bangkok,Nonthaburi
21952,2022-01-09,11:00,533,Nakhon Pathom,Nonthaburi
21951,2022-01-09,21:00,533,Nonthaburi,Nonthaburi
21975,2021-01-02,18:00,534,Bangkok,Bangkok
21976,2021-01-02,19:00,534,Samut Prakan,Bangkok
21974,2021-01-03,06:00,534,Bangkok,Bangkok
21979,2021-12-15,15:00,534,Bangkok,Bangkok
21978,2021-12-16,00:00,534,Pathum Thani,Bangkok
21977,2021-12-16,03:00,534,Bangkok,Bangkok
21982,2021-12-17,11:00,534,Bangkok,Bangkok
21981,2021-12-17,14:00,534,Nakhon Pathom,Bangkok
21980,2021-12-17,21:00,534,Bangkok,Bangkok
21987,2021-12-19,20:00,534,Bangkok,Bangkok
21988,2021-12-20,06:00,534,Samut Prakan,Bangkok
21986,2021-12-20,12:00,534,Pathum Thani,Bangkok
21983,2021-12-20,20:00,534,Nonthaburi,Bangkok
21989,2021-12-21,04:00,534,Nakhon Pathom,Bangkok
21984,2021-12-21,10:00,534,Suphan Buri,Bangkok
21990,2021-12-21,17:00,534,Kanchanaburi,Bangkok
21985,2021-12-21,20:00,534,Bangkok,Bangkok
21992,2021-12-26,10:00,534,Suphan Buri,Bangkok
21991,2021-12-26,16:00,534,Phra Nakhon Si Ayutthaya,Bangkok
21993,2021-12-26,17:00,534,Bangkok,Bangkok
21996,2021-12-27,11:00,534,Bangkok,Bangkok
21995,2021-12-27,14:00,534,Nonthaburi,Bangkok
21994,2021-12-27,21:00,534,Bangkok,Bangkok
22000,2021-12-28,20:00,534,Bangkok,Bangkok
21999,2021-12-29,00:00,534,Pathum Thani,Bangkok
21998,2021-12-29,04:00,534,Nonthaburi,Bangkok
21997,2021-12-29,10:00,534,Bangkok,Bangkok
22001,2021-12-30,11:00,534,Bangkok,Bangkok
22002,2021-12-30,15:00,534,Samut Sakhon,Bangkok
22005,2021-12-31,09:00,534,Bangkok,Bangkok
22007,2021-12-31,12:00,534,Nakhon Pathom,Bangkok
22011,2021-12-31,12:00,534,Bangkok,Bangkok
22003,2021-12-31,14:00,534,Kanchanaburi,Bangkok
22012,2021-12-31,15:00,534,Nakhon Pathom,Bangkok
22008,2021-12-31,18:00,534,Ratchaburi,Bangkok
22004,2021-12-31,22:00,534,Suphan Buri,Bangkok
22006,2022-01-01,01:00,534,Kanchanaburi,Bangkok
22009,2022-01-01,14:00,534,Bangkok,Bangkok
22010,2022-01-01,21:00,534,Samut Prakan,Bangkok
22013,2022-01-01,21:00,534,Bangkok,Bangkok
22014,2022-01-02,01:00,534,Samut Sakhon,Bangkok
22016,2021-09-28,12:00,535,Bangkok,Bangkok
22015,2021-09-28,21:00,535,Samut Prakan,Bangkok
22018,2021-11-30,09:00,535,Bangkok,Bangkok
22017,2021-11-30,14:00,535,Samut Sakhon,Bangkok
22020,2021-12-11,10:00,535,Bangkok,Bangkok
